,fileName,tags
992,239581.tags,"computation
motor
biology
simulation
myosin
kinesin
"
993,525366.tags,"enrichment
statistics
pathway analysis
genomics
"
994,528160.tags,"systems biology
genomics
"
995,1392584.tags,"alpha
vision
human
oscillation
gamma
eeg
"
996,400238.tags,"biological
mirror
imitation
mirror neuron
learning
perception
"
997,272.tags,"genome
network
regulatory
topology
"
998,3594.tags,"network
interaction
protein protein
"
999,231294.tags,"software
bayesian
refs snps
mrbayes
evolution
refs catalytic
"
1000,406519.tags,"bacterial
ch3
network
refs ox
signalling
"
1001,1624776.tags,"geneorder
synteny
genometrees
"
1002,1272533.tags,"statistics
biology
"
1003,937059.tags,"embryonic
biology
transcriptome
stem cells
"
1004,84176.tags,"self organisation
self similarity
complex
networks
structure
"
1005,1226851.tags,"algorithm
2007
bioinformatics
bayesian
"
1006,1880339.tags,"drosophila
bioinformatics
2007
comparative genomics
"
1007,1880603.tags,"comparative genomics
evolution
phylogeny
2007
drosophila
"
1008,415502.tags,"bioinformatics
algorithm
software
2002
"
1009,1632947.tags,"action
science
goal directed
monkey
macaque
"
1010,261639.tags,"eligibility trace
dopamine cells
reinforcement learning
"
1011,465989.tags,"reward
decisionmaking
uncertainty
"
1012,329170.tags,"fold
protein
evolutionary
"
1013,332173.tags,"energetic
evolutionarily
conserved
"
1014,1880339.tags,"fly
networks
regulatory
"
1015,2107.tags,"network motifs
tfnets
"
1016,1880339.tags,"comparative
genome
"
1017,2107.tags,"yeast
genomic
"
1018,466068.tags,"comparative
genomic
yeast
"
1019,1752368.tags,"evolution
clip2
language
"
1020,1794647.tags,"prediction
protein
computation
structure
"
1021,141840.tags,"cluster
puces adn
stat
transcriptome
"
1022,239528.tags,"transcriptome
stat
puces adn
genomique
"
1023,241030.tags,"stat
genomique
"
1024,309778.tags,"network
analyse
puce adn
inflammation
"
1025,506455.tags,"expression
stochastic
"
1026,622483.tags,"stochastic
gene
expression
model
"
1027,1910555.tags,"organization
activator
model
synthetic
coli
luciferase
factor
arac
transcription
operator
bioinformatics
regulation
noncoding
polymerase
logic
arabinose
biology
comparative
gene
library
prokaryote
repression
protein
combinatorial
activation
circuits
architecture
bacteria
promoter
lac
laci
sequence
initiation
interaction
repressor
experimental
"
1028,738207.tags,"physicians
co citations
authority
quality
index
connections
analysis
webometrics
webmetrics
influence
co citation
citations
researchers
central
contribution
experts
discourse analysis
expert
discourse
author influence
graphing
discourse analysis
bibliography
pub
publications
biomedical
metrics
kol
pubs
authors
paper
kols
medicine
indices
highly cited
impact
medical
mapping
bibliometrics
impact factor
impact factor
scientometrics
webliometrics
literature
citation analysis
author influence
article
significance
co authorship
ranking
articles
performance
sna
social network analysis
social
leaders
webliography
citationanalysis
leader
author impact
centrality
influential
author impact
key opinion leader
citation
thought leader
author
social network analysis
keyopinionleader
citation analysis
thought leader
authorities
socialnetworks
"
1029,98486.tags,"2nd order stats
intermodal perception
statistical learning
probabilistic perception
context effects
haptics
vision
cue integration
ambiguity
"
1030,1752368.tags,"historical
words
language
lexicography
linguistics
"
1031,1137519.tags,"web20
internet
ehealth
health
publichealth
"
1032,272363.tags,"comps
wendy
all
"
1033,422950.tags,"all
editorial
data sharing
culture
trends
"
1034,525366.tags,"jim
comps
all
"
1035,740681.tags,"collective knowledge
tagging
collaborative
km
folksonomy
knowledge
"
1036,1016800.tags,"binding
evolution
hub
proteins
interactions
"
1037,1602005.tags,"biological
assessment
networks
visulization
"
1038,1322886.tags,"co2
emissions
"
1039,509425.tags,"transpiration
ecosystem response
co2
river
"
1040,142323.tags,"domains
statistics
protein
interaction
"
1041,1989097.tags,"bioinformatics
genomics
"
1042,1880603.tags,"repeats
genome size
phylogeny
dmel
droso
"
1043,454555.tags,"rpt
bioinformatics
repeats
"
1044,332150.tags,"flcdna
annotation
transcriptome
"
1045,740681.tags,"urn
model
jis
behavior
tagging
modeling
characterization
user
"
1046,44.tags,"complex networks
survey
"
1047,47.tags,"model
small world
navigation
complex networks
"
1048,99.tags,"small world
clustering
model
social networks
complex networks
"
1049,1322799.tags,"discounting
temporal
reward
human
"
1050,261639.tags,"reinforcement
conditioning
dopamine
learning
"
1051,226992.tags,"borneo
luc
indonesia
forests
protected areas
"
1052,1388250.tags,"regulation
accessibility
non protein coding
modification
histone
and
transcriptional
chromatin
transcripts
"
1053,1610369.tags,"tools
memory
amygdala
molecular
biology
"
1054,1910555.tags,"syntheticbiology
rules
promoter
excellent
design
"
1055,1016800.tags,"interactions
sin
structure
"
1056,227174.tags,"party
date
interactions
"
1057,312476.tags,"ml
language
compling
compsci
"
1058,98486.tags,"modeling
hap perception
cue integration
bayesian
vis perception
cogsci
"
1059,227153.tags,"11
intro
te
cited
"
1060,229.tags,"cited
11
"
1061,454555.tags,"multiplealign
recon
cited
alignment
clustering
te
213
"
1062,2235507.tags,"gene
promoter
expression
"
1063,2288308.tags,"alignment
bioinformatics
genome
"
1064,465989.tags,"uncertainty
human
risk
fmri
"
1065,802975.tags,"dorsal
ventral
reward
monkey
pfc
"
1066,265789.tags,"evolution
development
speech
brain
concepts
monkey
learning
knowledge
language
words
"
1067,602903.tags,"language
recursion
acquisition
birds
animal
"
1068,98486.tags,"cue integration
vision
optimization
haptic
bayesian
"
1069,307461.tags,"complex
network
biological
motif
"
1070,227153.tags,"whole genome
sequencing
"
1071,229.tags,"whole genome
sequencing
"
1072,1097231.tags,"gwas
eqtl
"
1073,1362387.tags,"sequencing
method
chip
cisreg
"
1074,239581.tags,"molecular motors
protein dynamics
myosin
protein structure
nma
kinesin
"
1075,118727.tags,"secondary
structure
rna
fold
"
1076,1388250.tags,"function
encode
genome
human
"
1077,1610049.tags,"genetics
lgt
bacteria
eukaryotes
have as pdf
phylogeny
evolution
"
1078,121661.tags,"neuron
neuroeconomics
prediction
uncertainty
decisionmaking
reward
"
1079,363614.tags,"math
social
web graph
"
1080,47.tags,"web graph
social
"
1081,112878.tags,"ultraconserved
human genome
mutation
selection
"
1082,227153.tags,"whole genome
sequence
human genome
genome
"
1083,2288308.tags,"methods
alignment
genomics
phylogenetics
"
1084,229.tags,"whole genome
mouse
genome
comparative genomics
sequence
"
1085,355574.tags,"coding
selection
genome evolution
evolution
mutation rate
"
1086,420465.tags,"phastcons
mutation rate
genome evolution
cns
comparative genomics
conservation
evolution
"
1087,444860.tags,"genome
whole genome
sequence
rat
comparative genomics
"
1088,454555.tags,"recon
binfo
repeats
tools
"
1089,142488.tags,"noise
genecircuits
avano lab
"
1090,303213.tags,"nature publishing group
connotea
citeulike
social software
"
1091,80410.tags,"imaging
neuro
"
1092,84309.tags,"journalscan
economics
ip
"
1093,303889.tags,"small world
social science
networks
anth315
milgram
"
1094,265789.tags,"linguistics
evolution
"
1095,312119.tags,"learning
linguistics
psycholinguistics
psychology
"
1096,312124.tags,"learning
psycholinguistics
cogsci
"
1097,312476.tags,"unsupervised
nlp
machine learning
"
1098,100166.tags,"review
bio
"
1099,142323.tags,"ppi
bio
"
1100,227174.tags,"bio
graph based analysis
ppi
"
1101,272.tags,"reconstruct pathway
graph based analysis
bio
"
1102,354027.tags,"bio
ppi
"
1103,407273.tags,"multiple data sources
bio
"
1104,477450.tags,"high throughput dataset
ppi
bio
"
1105,560813.tags,"high throughput dataset
ppi
bio
"
1106,1159615.tags,"network
graph theory
review
"
1107,307461.tags,"dense overlapping regulon
network
feedforward
e coli
systems approach
transcription
network motifs
"
1108,406519.tags,"network
noise
signaling
gene order
design principles
"
1109,98486.tags,"vision
haptics
multimodal
integration
crossmodal
"
1110,265789.tags,"genetics
bcs501
evolution
language
week2
"
1111,312119.tags,"infants
headturn
statisticallearning
rules
models
"
1112,312124.tags,"syllables
statisticallearning
infants
transitionalprobabilities
"
1113,141524.tags,"expression
gene
noise
"
1114,1568644.tags,"coding
redundancy
lif
correlation
"
1115,353537.tags,"neuroscience
network
learning
"
1116,353538.tags,"network
brain
learning
"
1117,406519.tags,"expression
noise
network
"
1118,430079.tags,"coding
model
strf
visual
"
1119,506455.tags,"expression
noise
"
1120,553494.tags,"noise
expression
"
1121,559064.tags,"evolution
network
development
phylogeny
gene
"
